number,value,datetime_start,datetime_complete,duration,params_gamma_1,params_gamma_2,params_lambda,params_lr,params_n_clusters,params_n_points,params_optimizer,params_reg_lambda,params_reg_type,params_tanh_x,params_use_tanh,state
928,53.05,2025-01-20 22:00:29.262028,2025-01-20 22:01:38.602383,0 days 00:01:09.340355,0.9973738203565145,1.424432776950555,0.4648355404544194,0.08657107481692111,19,4,SGD,0.0008975142882308645,2,,False,COMPLETE
929,52.980000000000004,2025-01-20 22:01:31.911648,2025-01-20 22:02:44.158649,0 days 00:01:12.247001,1.0211355218501044,1.445135736287432,0.39543672264088037,0.09610318061964601,19,4,SGD,0.0010081670219549807,2,,False,COMPLETE
930,52.959999999999994,2025-01-20 22:01:38.706935,2025-01-20 22:02:59.232756,0 days 00:01:20.525821,0.9764078130643408,1.3819371481380356,0.4006954991202187,0.09359693246638646,20,4,SGD,0.0008608836983889619,2,,False,COMPLETE
931,52.980000000000004,2025-01-20 22:02:44.267614,2025-01-20 22:04:05.985119,0 days 00:01:21.717505,0.9838788509242276,1.4313151949891576,0.40812248097467135,0.09854820470474306,20,4,SGD,0.0008551091123713294,0,,False,COMPLETE
932,51.370000000000005,2025-01-20 22:02:59.341852,2025-01-20 22:05:01.114765,0 days 00:02:01.772913,1.0284366870665616,1.4615545165941621,0.2660749744963947,0.09590406934263575,23,4,SGD,0.00141992904898711,0,,False,COMPLETE
933,53.14,2025-01-20 22:04:06.087987,2025-01-20 22:05:27.651620,0 days 00:01:21.563633,0.9973829042370266,1.4603164233770989,0.4197355661773304,0.08293587859676986,21,4,SGD,0.0013732051780097716,2,,False,COMPLETE
934,52.800000000000004,2025-01-20 22:05:01.218498,2025-01-20 22:07:03.127711,0 days 00:02:01.909213,0.8717023719915331,1.447019059240613,0.3748882736103613,0.08396410163377278,22,4,SGD,0.0013384877713129154,2,,False,COMPLETE
935,52.73,2025-01-20 22:05:27.774020,2025-01-20 22:07:24.578591,0 days 00:01:56.804571,0.9662479827761986,1.4488611674696512,0.3691014898956304,0.08443858097785448,22,4,SGD,0.0011733597506284022,2,,False,COMPLETE
936,52.16,2025-01-20 22:07:03.224039,2025-01-20 22:09:08.539607,0 days 00:02:05.315568,0.9561775190374818,1.414637583103431,0.35408226516318403,0.08397589505072423,25,3,SGD,0.0011003003526589392,2,,False,COMPLETE
937,48.24,2025-01-20 22:07:24.666876,2025-01-20 22:08:55.560715,0 days 00:01:30.893839,0.9811321374408677,1.4064609559446732,0.41498598339858617,0.08463984440942035,25,17,SGD,0.0009867794271633285,2,,False,COMPLETE
938,53.04,2025-01-20 22:08:55.674798,2025-01-20 22:10:17.057415,0 days 00:01:21.382617,0.951712029670429,1.3731993144551078,0.3989288730250147,0.09818126843629872,21,4,SGD,0.0015379863579941268,2,,False,COMPLETE
939,52.89,2025-01-20 22:09:08.631816,2025-01-20 22:10:29.812822,0 days 00:01:21.181006,1.0262261964084052,1.467227819018213,0.39122493584184964,0.09212887005638234,21,4,SGD,0.001701654661407367,2,,False,COMPLETE
940,52.93,2025-01-20 22:10:17.168421,2025-01-20 22:11:41.777266,0 days 00:01:24.608845,1.0158706060372533,1.4404370245039615,0.38819494150050904,0.09759794982504064,23,4,SGD,0.0008465440386324622,2,,False,COMPLETE
941,53.239999999999995,2025-01-20 22:10:29.906991,2025-01-20 22:11:42.818483,0 days 00:01:12.911492,1.0055549299786655,1.321873831073146,0.41728682302581216,0.08858919696421941,18,4,SGD,0.001392103401102214,2,,False,COMPLETE
942,53.21,2025-01-20 22:11:41.902892,2025-01-20 22:13:53.399983,0 days 00:02:11.497091,0.9528293514901756,1.3301397008655143,0.4164144706749352,0.024230788621601603,18,4,SGD,0.0013078076457961217,2,,False,COMPLETE
943,53.010000000000005,2025-01-20 22:11:42.911793,2025-01-20 22:27:19.647497,0 days 00:15:36.735704,0.9168443623160102,1.3118912811557912,0.4181334717790391,0.0999827168686793,19,4,SGD,0.0014432954220075175,2,,False,COMPLETE
944,52.93,2025-01-20 22:13:53.520702,2025-01-20 22:29:40.374842,0 days 00:15:46.854140,0.9871565204723444,1.31652075052148,0.3896208441482557,0.08852315557937894,20,4,SGD,0.0012768926378211643,2,,False,COMPLETE
945,52.88,2025-01-20 22:27:19.748686,2025-01-20 22:29:21.553721,0 days 00:02:01.805035,0.9355161013588266,1.3457227963534173,0.3794696458867816,0.08725155266280808,20,4,SGD,0.0015931058436013633,2,,False,COMPLETE
946,53.080000000000005,2025-01-20 22:29:21.637121,2025-01-20 22:30:27.161314,0 days 00:01:05.524193,0.9481103827489283,1.2606899349585734,0.40639261297947515,0.09993183390851192,18,4,SGD,0.0013929619530698126,2,,False,COMPLETE
947,50.61,2025-01-20 22:29:40.495526,2025-01-20 22:31:24.625033,0 days 00:01:44.129507,0.9214449056525423,1.3582124241228504,0.6614346724394075,0.08196533972009154,18,4,SGD,0.00163350616261791,2,,False,COMPLETE
948,53.06999999999999,2025-01-20 22:30:27.272080,2025-01-20 22:46:15.263294,0 days 00:15:47.991214,0.9919572104833259,1.2483419978152992,0.4015965726542745,0.01271282445661342,18,4,SGD,0.0016392046888578842,2,,False,COMPLETE
949,52.849999999999994,2025-01-20 22:31:24.758563,2025-01-20 22:47:07.048356,0 days 00:15:42.289793,1.0321238972600546,1.3208303741763547,0.40782039737840897,0.0818243169828521,15,4,SGD,0.0010625985254608403,2,,False,COMPLETE
950,51.519999999999996,2025-01-20 22:46:15.346185,2025-01-20 22:47:26.342093,0 days 00:01:10.995908,0.8767035415613692,1.311914470352926,0.5997528742732303,0.09875305239442238,16,4,SGD,0.0010620109189868705,2,,False,COMPLETE
951,52.86,2025-01-20 22:47:07.139941,2025-01-20 22:48:28.746463,0 days 00:01:21.606522,0.9928677823284101,1.391326823361513,0.4166665702704239,0.09892712636669923,22,3,SGD,0.0012474965275226838,2,,False,COMPLETE
952,52.87,2025-01-20 22:47:26.425352,2025-01-20 22:50:36.958885,0 days 00:03:10.533533,1.0004111941232843,1.3924516707902432,0.4170001191886713,0.026931291186938332,22,3,SGD,0.0012937503080313302,2,,False,COMPLETE
953,53.23,2025-01-20 22:48:28.849768,2025-01-20 22:50:44.835604,0 days 00:02:15.985836,1.0080706679976115,1.406014462593109,0.41941163798837056,0.035928729140876525,18,4,SGD,0.0014433586675567389,2,,False,COMPLETE
954,52.839999999999996,2025-01-20 22:50:37.042531,2025-01-20 22:51:58.059706,0 days 00:01:21.017175,0.9471769174865422,1.333479125355958,0.378650127358521,0.08173830768098705,18,4,SGD,0.000876567547734661,2,,False,COMPLETE
957,52.76,2025-01-20 23:04:10.171556,2025-01-20 23:20:30.034485,0 days 00:16:19.862929,0.8351000598224572,1.3644077023844519,0.40104325084060943,0.08904263517492077,14,4,SGD,0.0018385525186734573,2,,False,COMPLETE
958,52.39,2025-01-20 23:04:10.198692,2025-01-20 23:06:25.373754,0 days 00:02:15.175062,1.0161798754069051,1.351294133585608,0.3508191965913174,0.03696105459826306,16,4,SGD,0.0016801283589265566,2,,False,COMPLETE
959,52.959999999999994,2025-01-20 23:06:25.494925,2025-01-20 23:09:47.725203,0 days 00:03:22.230278,0.9175842455906245,1.2327293989646997,0.3963288637812102,0.03387345859640573,18,4,SGD,0.0018251786246603898,2,,False,COMPLETE
960,53.06999999999999,2025-01-20 23:09:47.849126,2025-01-20 23:26:35.039507,0 days 00:16:47.190381,0.9872495394841236,1.393476873800226,0.4230595454726404,0.09999062836541833,19,4,SGD,0.0014752240249239963,2,,False,COMPLETE
961,53.03,2025-01-20 23:20:30.139800,2025-01-20 23:36:39.186285,0 days 00:16:09.046485,0.9664430730573257,1.4038910985848378,0.42179107134732563,0.020726241442757407,19,4,SGD,0.0009927478198497814,2,,False,COMPLETE
962,53.169999999999995,2025-01-20 23:26:35.128756,2025-01-20 23:28:26.104944,0 days 00:01:50.976188,0.9731449568397097,1.3947352051919233,0.4426758627337845,0.03727062257750998,17,4,SGD,0.0009323589679800773,2,,False,COMPLETE
963,52.980000000000004,2025-01-20 23:28:26.206215,2025-01-20 23:30:22.236207,0 days 00:01:56.029992,0.9810134693258336,1.4102682885238238,0.4455307157169505,0.03411253671610917,16,4,SGD,0.0011491370533802726,2,,False,COMPLETE
964,50.55,2025-01-20 23:30:22.326389,2025-01-20 23:31:43.437120,0 days 00:01:21.110731,0.8887056689664373,1.4096606040471975,0.44639487554162477,0.03162898430566623,17,11,SGD,0.00193695487037083,2,,False,COMPLETE
965,53.080000000000005,2025-01-20 23:31:43.535031,2025-01-20 23:34:01.825801,0 days 00:02:18.290770,1.038061108518686,1.4005658659326763,0.45802530511900275,0.03149602690233109,14,4,SGD,0.0015258942343229578,2,,False,COMPLETE
966,52.959999999999994,2025-01-20 23:34:01.941085,2025-01-20 23:49:35.358301,0 days 00:15:33.417216,0.9606174973964453,1.4495852965024696,0.46682656451400595,0.029553789847813417,18,4,SGD,0.0011723724463320658,2,,False,COMPLETE
967,53.13,2025-01-20 23:36:39.275811,2025-01-20 23:39:09.190961,0 days 00:02:29.915150,0.9483029156385575,1.4330895753781872,0.4418869538104021,0.029236394096779653,17,4,SGD,0.0008626470273994805,2,,False,COMPLETE
968,50.89,2025-01-20 23:39:09.297852,2025-01-20 23:40:22.822639,0 days 00:01:13.524787,0.8612867106299749,1.3335305947889573,0.6268100252025809,0.028162009824126304,15,4,SGD,0.0011795858509623034,2,,False,COMPLETE
969,52.769999999999996,2025-01-20 23:40:22.921889,2025-01-20 23:41:51.872231,0 days 00:01:28.950342,1.0415207555445753,1.454938059938344,0.4652264807438357,0.038942301345308974,11,4,SGD,0.0014297773408911986,0,,False,COMPLETE
970,53.13,2025-01-20 23:41:51.964958,2025-01-20 23:45:04.063889,0 days 00:03:12.098931,0.9046434039172884,1.2805404892177978,0.4322205522775513,0.04356539029573722,17,4,SGD,0.0018696744596795013,2,,False,COMPLETE
971,52.959999999999994,2025-01-20 23:45:04.142522,2025-01-20 23:47:35.325258,0 days 00:02:31.182736,1.0571168264744841,1.4495098509982198,0.4119908503163326,0.0251246317824337,19,4,SGD,0.0012741110419816411,2,,False,COMPLETE
972,53.0,2025-01-20 23:47:35.421648,2025-01-20 23:49:17.645423,0 days 00:01:42.223775,1.0255841171238542,1.363805792222526,0.44673248756454903,0.034440851228503135,16,4,SGD,0.0008510059667248587,2,,False,COMPLETE
973,52.75,2025-01-20 23:49:17.743912,2025-01-20 23:51:08.075956,0 days 00:01:50.332044,0.9523882757498131,1.4188388421042242,0.3657899103327906,0.0790432370363996,18,4,SGD,0.0010457368523001714,2,,False,COMPLETE
974,52.21,2025-01-20 23:49:35.463782,2025-01-21 00:06:00.645238,0 days 00:16:25.181456,1.0176868849047613,1.2036735286270661,0.3374678552532726,0.037861564363910444,19,3,SGD,0.0015200226068642748,2,,False,COMPLETE
975,53.02,2025-01-20 23:51:08.168596,2025-01-21 00:07:35.268627,0 days 00:16:27.100031,1.0090149427339135,1.3020841754662515,0.4300804660654459,0.02291080273949031,20,3,SGD,0.0016222597440426667,2,,False,COMPLETE
976,53.13,2025-01-21 00:06:00.762798,2025-01-21 00:09:06.743877,0 days 00:03:05.981079,1.047292789168894,1.3676154707648303,0.4288117294996199,0.026851685440907564,20,3,SGD,0.001930967450745045,2,,False,COMPLETE
977,53.05,2025-01-21 00:07:35.385003,2025-01-21 00:10:47.334058,0 days 00:03:11.949055,1.0476871193470219,1.375859332795877,0.4097746275581046,0.023026019873719196,20,3,SGD,0.0020273880308711986,2,,False,COMPLETE
978,47.08,2025-01-21 00:09:06.857630,2025-01-21 00:10:16.422697,0 days 00:01:09.565067,0.9214747373337966,1.3910521145302523,0.8639066796388895,0.03951823814818109,14,4,SGD,0.001336931805769031,2,,False,COMPLETE
979,52.959999999999994,2025-01-21 00:10:16.536199,2025-01-21 00:26:07.047083,0 days 00:15:50.510884,1.055278757633597,1.4582654878067778,0.4131057258033552,0.03292455346912849,17,4,SGD,0.0008352454163120097,2,,False,COMPLETE
980,52.93,2025-01-21 00:10:47.448428,2025-01-21 00:12:20.617660,0 days 00:01:33.169232,0.9762959132966698,1.468200408895429,0.45054608862205914,0.03906180685571546,16,4,SGD,0.0010044101181114322,2,,False,COMPLETE
981,53.059999999999995,2025-01-21 00:12:20.710002,2025-01-21 00:14:45.636261,0 days 00:02:24.926259,1.0579173233494228,1.3383243129658238,0.39459848331546127,0.04289059056738119,18,4,SGD,0.000820098818641815,2,,False,COMPLETE
982,52.849999999999994,2025-01-21 00:14:45.749932,2025-01-21 00:31:07.461449,0 days 00:16:21.711517,1.0049296525775613,1.4319659398749003,0.46402428190401285,0.03783602549160004,15,4,SGD,0.0014682180026476077,2,,False,COMPLETE
983,50.580000000000005,2025-01-21 00:26:07.164890,2025-01-21 00:27:45.584966,0 days 00:01:38.420076,0.9883960463811564,1.4293384076302365,0.4696523337385436,0.079798432073195,20,12,SGD,0.001482307446868254,2,,False,COMPLETE
984,53.11,2025-01-21 00:27:45.687551,2025-01-21 00:29:01.924799,0 days 00:01:16.237248,1.0272586917285171,1.3898219552386404,0.44519557217780414,0.07899379713811842,15,4,SGD,0.00121104908258605,2,,False,COMPLETE
985,52.629999999999995,2025-01-21 00:29:02.037221,2025-01-21 00:31:22.516715,0 days 00:02:20.479494,0.9266245055256298,1.1367463951521493,0.38169527556611804,0.07896569558580407,24,3,SGD,0.0016746316118294033,2,,False,COMPLETE
986,52.82,2025-01-21 00:31:07.572531,2025-01-21 00:34:34.856195,0 days 00:03:27.283664,0.9376474204812975,1.3339839554857666,0.43819263956892207,0.03250770345638127,24,3,SGD,0.0017097323511940446,2,,False,COMPLETE
987,53.2,2025-01-21 00:31:22.611087,2025-01-21 00:33:49.844047,0 days 00:02:27.232960,1.0616916289612202,1.4614327168356405,0.43460130425334614,0.031256465368626196,17,4,SGD,0.0010494699996495551,0,,False,COMPLETE
988,53.06999999999999,2025-01-21 00:33:49.942582,2025-01-21 00:36:04.113946,0 days 00:02:14.171364,1.067473890839749,1.4668570333409745,0.4203410508100353,0.034416330246765124,17,4,SGD,0.00100414050897733,2,,False,COMPLETE
989,53.02,2025-01-21 00:34:34.976848,2025-01-21 00:36:46.458371,0 days 00:02:11.481523,1.0613999858564929,1.2596702583564563,0.42058502493049643,0.03254643479711593,16,4,SGD,0.0010036586345233474,0,,False,COMPLETE
990,51.65,2025-01-21 00:36:04.221967,2025-01-21 00:37:33.174829,0 days 00:01:28.952862,1.9062351871135592,1.285538251886521,0.40961741660608275,0.036142387124020056,13,4,SGD,0.0008257424768018312,0,,False,COMPLETE
991,52.75,2025-01-21 00:36:46.564792,2025-01-21 00:38:54.619211,0 days 00:02:08.054419,1.0632113035142357,1.4587182173663777,0.39545730314488753,0.03017968804918271,14,4,SGD,0.0008560690575992945,0,,False,COMPLETE
992,53.02,2025-01-21 00:37:33.273950,2025-01-21 00:39:53.480383,0 days 00:02:20.206433,1.068104134586335,1.473151178743411,0.3926304095883386,0.025382108525811426,18,4,SGD,0.001051256249346421,0,,False,COMPLETE
993,53.11,2025-01-21 00:38:54.729911,2025-01-21 00:54:43.162035,0 days 00:15:48.432124,1.059415504474952,1.4768774577536614,0.45164852974773295,0.028865537857887806,18,4,SGD,0.0021813993603114167,0,,False,COMPLETE
994,48.57,2025-01-21 00:39:53.580994,2025-01-21 00:43:12.725605,0 days 00:03:19.144611,1.04267108531489,1.388309677249722,0.8102575219506261,0.0381716016559389,18,4,SGD,0.0012959682302909272,2,,False,COMPLETE
995,52.01,2025-01-21 00:43:12.826072,2025-01-21 00:44:40.574343,0 days 00:01:27.748271,1.0327793546987232,1.4780790062182945,0.5742330965774789,0.030691198694976315,17,4,SGD,0.002091140869262899,2,,False,COMPLETE
996,53.11,2025-01-21 00:44:40.661333,2025-01-21 00:47:07.792587,0 days 00:02:27.131254,1.0785185837427853,1.4075187306538113,0.4473861881810589,0.04426810145005267,19,3,SGD,0.0011218754125277538,0,,False,COMPLETE
997,53.05,2025-01-21 00:47:07.892938,2025-01-21 00:48:42.855104,0 days 00:01:34.962166,0.9745331303671914,1.4698841819444013,0.45948219491520087,0.03530866918674629,17,4,SGD,0.0022014180358117144,0,,False,COMPLETE
998,53.05,2025-01-21 00:48:42.975064,2025-01-21 00:51:04.971802,0 days 00:02:21.996738,1.0212890538347432,1.3250241002177914,0.4291873681565221,0.02587497911119184,15,4,SGD,0.0007991705874751424,0,,False,COMPLETE
999,53.02,2025-01-21 00:51:05.071736,2025-01-21 00:52:35.225527,0 days 00:01:30.153791,1.0957057087928421,1.3544335638873948,0.44809009107091496,0.03361238348556907,16,4,SGD,0.0011717218565671771,0,,False,COMPLETE
1000,53.059999999999995,2025-01-21 00:52:35.333318,2025-01-21 00:54:53.213610,0 days 00:02:17.880292,1.0810984160135222,1.4120197354587172,0.4095913263896299,0.04058579013951668,19,3,SGD,0.0017534794869865328,0,,False,COMPLETE
1001,53.05,2025-01-21 00:54:43.272885,2025-01-21 01:11:00.174799,0 days 00:16:16.901914,1.0798714250910835,1.4344707431435255,0.41304455880862395,0.040280861897399406,20,3,SGD,0.0016699213994094701,0,,False,COMPLETE
1002,53.11,2025-01-21 00:54:53.301625,2025-01-21 00:57:11.514624,0 days 00:02:18.212999,0.9820317630819329,1.3909894039033537,0.42734161074122456,0.03519933327710572,20,3,SGD,0.0009818158063070366,0,,False,COMPLETE
1003,52.89,2025-01-21 00:57:11.619114,2025-01-21 00:59:38.501107,0 days 00:02:26.881993,1.0185612470502756,1.4332660734663496,0.4663428881826515,0.023433839962184348,16,4,SGD,0.0014019565065124633,0,,False,COMPLETE
1004,53.080000000000005,2025-01-21 00:59:38.593042,2025-01-21 01:01:53.811246,0 days 00:02:15.218204,1.093767144888647,1.3725870503289372,0.4393113959520024,0.04036902935449391,20,3,SGD,0.0014837238969323742,0,,False,COMPLETE
1005,52.68000000000001,2025-01-21 01:01:53.909748,2025-01-21 01:06:04.085433,0 days 00:04:10.175685,0.8968909752472439,1.486206381603901,0.37401357143792824,0.03289386685851597,19,3,SGD,0.0011221351923919557,0,,False,COMPLETE
1006,52.559999999999995,2025-01-21 01:06:04.183705,2025-01-21 01:09:28.531951,0 days 00:03:24.348246,1.0134350975293058,1.4334134710221087,0.42143500129456524,0.030670029763652726,12,4,SGD,0.000941502778826714,0,,False,COMPLETE
