number,value,datetime_start,datetime_complete,duration,params_gamma_1,params_gamma_2,params_lambda,params_n_clusters,params_n_neighbors,state
5837,47.56,2025-01-22 08:55:41.006466,2025-01-22 08:55:55.490378,0 days 00:00:14.483912,0.7492995766277373,1.5030026573195576,0.7247513171385492,4,1,COMPLETE
5838,50.28,2025-01-22 08:55:55.688103,2025-01-22 08:56:08.731423,0 days 00:00:13.043320,1.3178333448953783,1.3043174864344385,0.23072809534883873,2,1,COMPLETE
5839,51.4,2025-01-22 08:56:08.906709,2025-01-22 08:56:23.358669,0 days 00:00:14.451960,1.1134341202397182,0.2001015139402221,0.4604817401577066,4,1,COMPLETE
5840,52.27,2025-01-22 08:56:20.613593,2025-01-22 08:56:35.459936,0 days 00:00:14.846343,1.086178059159932,0.9548535212025905,0.46512525110649344,4,1,COMPLETE
5841,0.51,2025-01-22 08:56:23.511917,2025-01-22 08:56:39.398420,0 days 00:00:15.886503,0.002537927117934178,0.8855599566723956,0.40965536509113626,6,1,COMPLETE
5842,52.559999999999995,2025-01-22 08:56:35.669168,2025-01-22 08:56:49.109552,0 days 00:00:13.440384,1.6388981702649816,2.6599058544758787,0.38986131062355867,2,1,COMPLETE
5843,51.51,2025-01-22 08:56:39.554485,2025-01-22 08:56:53.293209,0 days 00:00:13.738724,0.8510803531410801,1.2317578695249158,0.5579482500102763,2,1,COMPLETE
5844,51.99,2025-01-22 08:56:49.374532,2025-01-22 08:57:03.144247,0 days 00:00:13.769715,0.8825112312405818,1.2349365843442135,0.3218719504232771,2,1,COMPLETE
5845,51.82,2025-01-22 08:56:53.452844,2025-01-22 08:57:09.077380,0 days 00:00:15.624536,0.9938060629033598,1.9387104617952922,0.31943437910506206,7,1,COMPLETE
5846,50.74999999999999,2025-01-22 08:57:03.523757,2025-01-22 08:57:20.075567,0 days 00:00:16.551810,0.5119035861134502,1.8962018441218318,0.47398859739344207,8,1,COMPLETE
5847,49.64,2025-01-22 08:57:09.240286,2025-01-22 08:57:24.109639,0 days 00:00:14.869353,0.6453990299306315,1.0532586938191555,0.6236420334974391,5,1,COMPLETE
5848,50.22,2025-01-22 08:57:20.243219,2025-01-22 08:57:35.405165,0 days 00:00:15.161946,1.4086928940259549,1.5067144040808744,0.6657524791167173,5,1,COMPLETE
5849,48.28,2025-01-22 08:57:24.287015,2025-01-22 08:57:39.076506,0 days 00:00:14.789491,1.3949232183746774,1.4956505353546734,0.1867678499925675,4,1,COMPLETE
5850,50.91,2025-01-22 08:57:35.759995,2025-01-22 08:57:50.284567,0 days 00:00:14.524572,1.19010582912421,1.4641429842597302,0.26074542263447503,4,1,COMPLETE
5851,51.17,2025-01-22 08:57:39.233541,2025-01-22 08:57:52.585554,0 days 00:00:13.352013,1.1380863637564735,1.3235165989558537,0.26452448167218356,2,1,COMPLETE
5852,52.73,2025-01-22 08:57:50.445162,2025-01-22 08:58:03.618410,0 days 00:00:13.173248,0.769851315766963,1.0734917569307012,0.3928594862965978,2,1,COMPLETE
5853,51.870000000000005,2025-01-22 08:57:53.008320,2025-01-22 08:58:09.936650,0 days 00:00:16.928330,0.7393364525237445,1.116357471773366,0.3841918382297457,10,2,COMPLETE
5854,49.08,2025-01-22 08:58:03.769302,2025-01-22 08:58:18.138126,0 days 00:00:14.368824,0.3665283060294494,1.7450972374149156,0.5165967778161585,4,1,COMPLETE
5855,51.43,2025-01-22 08:58:10.096341,2025-01-22 08:58:25.549385,0 days 00:00:15.453044,0.9834469267322127,1.6933700146122512,0.5406739989123264,6,1,COMPLETE
5856,52.01,2025-01-22 08:58:18.322332,2025-01-22 08:58:33.765525,0 days 00:00:15.443193,1.5338828712329236,2.332540219431738,0.45660151832578316,6,1,COMPLETE
5857,52.559999999999995,2025-01-22 08:58:25.960824,2025-01-22 08:58:39.396066,0 days 00:00:13.435242,1.68857858413717,2.467201371087504,0.44401053313642963,2,1,COMPLETE
5858,51.38,2025-01-22 08:58:33.929307,2025-01-22 08:58:47.333079,0 days 00:00:13.403772,1.7318750826501408,0.9090537957806945,0.33610138130201545,2,1,COMPLETE
5859,51.93,2025-01-22 08:58:39.678195,2025-01-22 08:58:54.660483,0 days 00:00:14.982288,1.1709175029946908,0.9185137712709716,0.3471085226419103,4,1,COMPLETE
5860,0.5,2025-01-22 08:58:47.515030,2025-01-22 08:59:03.181909,0 days 00:00:15.666879,0.029471857662833247,1.3391497365533709,0.3654384983652113,4,1,COMPLETE
5861,51.190000000000005,2025-01-22 08:58:54.972154,2025-01-22 08:59:09.392967,0 days 00:00:14.420813,0.9901773406352746,1.3129879285677448,0.5874554621676042,4,1,COMPLETE
5862,50.61,2025-01-22 08:59:03.349508,2025-01-22 08:59:19.478462,0 days 00:00:16.128954,0.9521436297841382,2.0086224046129906,0.5788121068398839,7,1,COMPLETE
5863,51.800000000000004,2025-01-22 08:59:09.565048,2025-01-22 08:59:40.461128,0 days 00:00:30.896080,1.3415181311172153,0.7222977173562865,0.43780632478293996,45,3,COMPLETE
5864,43.95,2025-01-22 08:59:19.638173,2025-01-22 08:59:33.602801,0 days 00:00:13.964628,0.1634730903041244,1.5819353917173211,0.43804392124071395,2,1,COMPLETE
5865,48.32,2025-01-22 08:59:33.762072,2025-01-22 08:59:47.034949,0 days 00:00:13.272877,1.29597684101794,0.6700597791489384,0.7693910629761688,2,1,COMPLETE
5866,47.17,2025-01-22 08:59:40.636335,2025-01-22 08:59:54.766716,0 days 00:00:14.130381,1.2190823734043414,0.054633376839198625,0.7788816746607357,2,1,COMPLETE
5867,50.05,2025-01-22 08:59:47.239180,2025-01-22 09:00:03.840293,0 days 00:00:16.601113,2.1934752539464117,1.0767135008850248,0.30462055896697865,8,1,COMPLETE
5868,36.78,2025-01-22 08:59:54.928310,2025-01-22 09:00:10.505009,0 days 00:00:15.576699,0.09627925962190495,1.1187353732769274,0.2967550524704151,5,1,COMPLETE
5869,52.019999999999996,2025-01-22 09:00:04.032949,2025-01-22 09:00:19.121827,0 days 00:00:15.088878,0.8133378285538985,1.5171814717520073,0.48888154749708473,5,1,COMPLETE
5870,51.73,2025-01-22 09:00:10.719692,2025-01-22 09:00:26.286077,0 days 00:00:15.566385,0.8418758807225921,1.5736425567694647,0.5060488523877308,4,1,COMPLETE
5871,52.56999999999999,2025-01-22 09:00:19.402662,2025-01-22 09:00:34.362561,0 days 00:00:14.959899,1.0909103489523222,1.8342462682852942,0.38408205056757644,4,1,COMPLETE
5872,52.86,2025-01-22 09:00:26.501961,2025-01-22 09:00:40.465604,0 days 00:00:13.963643,1.0786823265049441,2.040562034834919,0.40349539612967295,2,1,COMPLETE
5873,52.72,2025-01-22 09:00:34.523670,2025-01-22 09:00:48.112415,0 days 00:00:13.588745,1.40111439757628,1.2649651824508885,0.40618340463937463,2,1,COMPLETE
5874,51.57000000000001,2025-01-22 09:00:40.642577,2025-01-22 09:00:57.137687,0 days 00:00:16.495110,1.5421820927151213,1.2708898573743623,0.3526425432024151,6,1,COMPLETE
5875,51.61,2025-01-22 09:00:48.282488,2025-01-22 09:01:03.183090,0 days 00:00:14.900602,0.6552645150418708,1.291434659616805,0.33887907255993344,6,1,COMPLETE
5876,49.45,2025-01-22 09:00:57.324436,2025-01-22 09:01:13.660490,0 days 00:00:16.336054,0.6587819160745191,1.4578514144389334,0.6354025275778573,8,6,COMPLETE
5877,52.1,2025-01-22 09:01:03.332450,2025-01-22 09:01:18.133036,0 days 00:00:14.800586,1.0090191812347502,1.766384349073035,0.5105771977867917,4,1,COMPLETE
5878,51.93,2025-01-22 09:01:13.847392,2025-01-22 09:01:29.249366,0 days 00:00:15.401974,0.9584455745432974,1.799775832300555,0.5113895465575842,4,1,COMPLETE
5879,51.800000000000004,2025-01-22 09:01:18.310818,2025-01-22 09:01:32.050140,0 days 00:00:13.739322,1.8809263662744158,1.0232910269211424,0.4547854924538656,2,1,COMPLETE
5880,52.04,2025-01-22 09:01:29.407643,2025-01-22 09:01:42.967431,0 days 00:00:13.559788,1.7990346836428077,1.039409056903829,0.43580077551667373,2,1,COMPLETE
5881,52.53,2025-01-22 09:01:32.205757,2025-01-22 09:01:45.248623,0 days 00:00:13.042866,1.2418060953765682,0.8347224681047739,0.4153182511366123,2,1,COMPLETE
5882,51.01,2025-01-22 09:01:43.126107,2025-01-22 09:02:00.353255,0 days 00:00:17.227148,1.2061765922773067,2.226629625163574,0.5817088355670142,10,2,COMPLETE
5883,0.5,2025-01-22 09:01:45.708889,2025-01-22 09:02:49.275418,0 days 00:01:03.566529,0.042713213950456554,2.175104158445064,0.2748116009213716,100,3,COMPLETE
5884,30.270000000000003,2025-01-22 09:02:00.535480,2025-01-22 09:02:15.536394,0 days 00:00:15.000914,0.8593191677971708,1.5170267463601363,0.03711746695687676,6,1,COMPLETE
5885,0.5,2025-01-22 09:02:15.710002,2025-01-22 09:02:30.834374,0 days 00:00:15.124372,0.03654679599046066,1.2023409410929538,0.22799147887828838,4,1,COMPLETE
5886,49.65,2025-01-22 09:02:30.999884,2025-01-22 09:02:44.926971,0 days 00:00:13.927087,1.0924652129430699,0.00983414821148787,0.29399865386583823,4,1,COMPLETE
5887,51.53,2025-01-22 09:02:45.089772,2025-01-22 09:03:01.075636,0 days 00:00:15.985864,1.491995432279125,1.4262593870856966,0.3535606497860558,7,5,COMPLETE
5888,51.85999999999999,2025-01-22 09:02:49.443182,2025-01-22 09:03:05.141389,0 days 00:00:15.698207,1.4306762875950998,1.5210192746792377,0.3579558067881994,6,1,COMPLETE
5889,52.68000000000001,2025-01-22 09:03:01.249916,2025-01-22 09:03:15.188480,0 days 00:00:13.938564,1.3561234458579536,1.678817078027819,0.4749843797199514,2,1,COMPLETE
5890,52.42,2025-01-22 09:03:05.471870,2025-01-22 09:03:19.447249,0 days 00:00:13.975379,0.8093079113176058,1.7465537889929108,0.48741211359822606,2,1,COMPLETE
5891,50.99,2025-01-22 09:03:15.341511,2025-01-22 09:03:29.620409,0 days 00:00:14.278898,0.8911578646749915,1.1512173976880944,0.5920074435003174,4,1,COMPLETE
5892,49.669999999999995,2025-01-22 09:03:19.620105,2025-01-22 09:03:33.984738,0 days 00:00:14.364633,1.0269287954295694,1.1777410593945683,0.6671249893593658,4,1,COMPLETE
5893,52.28,2025-01-22 09:03:29.953605,2025-01-22 09:03:44.427476,0 days 00:00:14.473871,1.1280117490283812,0.9519495349963984,0.3977092489817015,4,1,COMPLETE
5894,51.970000000000006,2025-01-22 09:03:34.150759,2025-01-22 09:03:50.090131,0 days 00:00:15.939372,1.1820638279737143,0.9758051381459598,0.39590226110659604,8,1,COMPLETE
5895,51.54,2025-01-22 09:03:44.600750,2025-01-22 09:04:01.276040,0 days 00:00:16.675290,1.5988015370377324,1.3451203371152443,0.535775960076215,8,1,COMPLETE
5896,22.830000000000002,2025-01-22 09:03:50.245281,2025-01-22 09:04:03.933499,0 days 00:00:13.688218,1.6061720467957408,1.2691892043480948,0.0012202952475039181,2,1,COMPLETE
5897,50.31,2025-01-22 09:04:01.406201,2025-01-22 09:04:28.591261,0 days 00:00:27.185060,0.7422429393014806,2.58548386647998,0.3375943377427728,37,21,COMPLETE
5898,49.99,2025-01-22 09:04:04.113381,2025-01-22 09:04:19.085421,0 days 00:00:14.972040,2.3732718496710214,0.7577851642557993,0.3247011689173742,6,1,COMPLETE
5899,52.790000000000006,2025-01-22 09:04:19.236602,2025-01-22 09:04:32.028094,0 days 00:00:12.791492,0.9493195344287615,1.9820314830743309,0.44201426069595456,2,1,COMPLETE
5900,52.769999999999996,2025-01-22 09:04:28.746402,2025-01-22 09:04:42.362020,0 days 00:00:13.615618,0.949929095582263,1.8763825135480077,0.45247536716736797,2,1,COMPLETE
5901,51.77,2025-01-22 09:04:32.211231,2025-01-22 09:04:46.692827,0 days 00:00:14.481596,1.2163486747523737,1.491943158265942,0.5500205818839119,4,1,COMPLETE
5902,52.21,2025-01-22 09:04:42.772187,2025-01-22 09:04:57.181244,0 days 00:00:14.409057,1.267786759331988,1.5235128031554108,0.3756403229670824,4,1,COMPLETE
5903,45.73,2025-01-22 09:04:46.835683,2025-01-22 09:05:01.975452,0 days 00:00:15.139769,1.3896869887887127,1.4251913873113937,0.869156309431287,6,1,COMPLETE
5904,51.739999999999995,2025-01-22 09:04:57.645136,2025-01-22 09:05:12.827234,0 days 00:00:15.182098,0.5755415991227324,1.1212655441518962,0.48281101222536815,6,1,COMPLETE
5905,50.2,2025-01-22 09:05:02.127165,2025-01-22 09:05:26.819482,0 days 00:00:24.692317,1.0893818690958623,0.09743648837729535,0.49057457704003116,29,14,COMPLETE
5906,35.5,2025-01-22 09:05:12.994070,2025-01-22 09:05:26.124306,0 days 00:00:13.130236,1.0946713360477731,0.8404922619532278,0.05745926025877477,2,1,COMPLETE
5907,50.05,2025-01-22 09:05:26.299909,2025-01-22 09:05:41.298393,0 days 00:00:14.998484,0.7889963569926208,1.6911488600025724,0.26732280652415336,4,1,COMPLETE
5908,50.07,2025-01-22 09:05:27.004236,2025-01-22 09:05:42.538332,0 days 00:00:15.534096,2.001071410392684,1.7457560832922587,0.26084985552361484,4,1,COMPLETE
5909,0.5,2025-01-22 09:05:41.651401,2025-01-22 09:05:56.077946,0 days 00:00:14.426545,0.007117567075047779,1.2505217800484991,0.40354064593725375,2,1,COMPLETE
5910,52.7,2025-01-22 09:05:42.730717,2025-01-22 09:05:56.150017,0 days 00:00:13.419300,1.368565034266415,1.2193138973715825,0.4019876174882837,2,1,COMPLETE
5911,49.15,2025-01-22 09:05:56.285881,2025-01-22 09:06:11.293995,0 days 00:00:15.008114,0.9887124252442139,2.2307452462677473,0.6724444908993035,6,1,COMPLETE
5912,49.04,2025-01-22 09:05:56.381421,2025-01-22 09:06:11.501676,0 days 00:00:15.120255,0.9394165683222123,2.1362329859173284,0.6702901524789466,6,1,COMPLETE
5913,50.96000000000001,2025-01-22 09:06:11.449680,2025-01-22 09:06:28.136717,0 days 00:00:16.687037,1.6675911964751067,1.0128958582903702,0.5660340486883243,10,2,COMPLETE
5914,50.92,2025-01-22 09:06:11.677493,2025-01-22 09:06:28.765316,0 days 00:00:17.087823,1.6968671022880535,1.0076029634745758,0.3189910663945525,10,2,COMPLETE
5915,51.85999999999999,2025-01-22 09:06:28.312820,2025-01-22 09:06:42.916781,0 days 00:00:14.603961,1.2612252337706629,1.4033084684033832,0.3136879770271703,4,1,COMPLETE
5916,52.31,2025-01-22 09:06:28.934400,2025-01-22 09:06:43.348850,0 days 00:00:14.414450,0.7246284548655064,1.402899292433048,0.4283767539292149,4,1,COMPLETE
5917,36.4,2025-01-22 09:06:43.110611,2025-01-22 09:06:56.941761,0 days 00:00:13.831150,0.7201013259510266,1.6023552480461312,0.08348640516304905,2,1,COMPLETE
5918,52.59,2025-01-22 09:06:43.600548,2025-01-22 09:06:57.177916,0 days 00:00:13.577368,0.8231731863754409,1.6914964444640346,0.3686679084309943,2,1,COMPLETE
5919,52.42,2025-01-22 09:06:57.111757,2025-01-22 09:07:11.070037,0 days 00:00:13.958280,0.8697750551467457,1.9153453069394988,0.35750203830996236,2,1,COMPLETE
5920,51.72,2025-01-22 09:06:57.411064,2025-01-22 09:07:11.741812,0 days 00:00:14.330748,1.1815318283041032,2.715902201650002,0.5505904024990309,4,1,COMPLETE
5921,51.89,2025-01-22 09:07:11.259199,2025-01-22 09:07:26.228230,0 days 00:00:14.969031,1.1279515492889216,0.5826568862108947,0.5096531331621923,5,1,COMPLETE
5922,52.0,2025-01-22 09:07:11.934208,2025-01-22 09:07:28.127675,0 days 00:00:16.193467,1.4252485755737059,1.1889037696989289,0.45254964545804915,8,1,COMPLETE
5923,50.09,2025-01-22 09:07:26.411183,2025-01-22 09:07:42.258211,0 days 00:00:15.847028,2.915905039498301,1.1370107218778667,0.4381509936568903,8,1,COMPLETE
5924,52.349999999999994,2025-01-22 09:07:28.878256,2025-01-22 09:07:43.107575,0 days 00:00:14.229319,1.0072947224911735,0.8167846765703565,0.4275298072969759,4,1,COMPLETE
5925,52.300000000000004,2025-01-22 09:07:42.435550,2025-01-22 09:07:56.744057,0 days 00:00:14.308507,1.0542303750896163,0.8763423461955202,0.3792585407348104,4,1,COMPLETE
5926,52.18000000000001,2025-01-22 09:07:43.269943,2025-01-22 09:07:56.948496,0 days 00:00:13.678553,1.3780865091430023,1.3625541800216507,0.3262015155420044,2,1,COMPLETE
5927,51.239999999999995,2025-01-22 09:07:56.908341,2025-01-22 09:08:23.987946,0 days 00:00:27.079605,1.8216402724173266,1.5835684856641628,0.578561100035237,34,3,COMPLETE
5928,51.29,2025-01-22 09:07:57.281943,2025-01-22 09:08:12.550366,0 days 00:00:15.268423,1.5580633557667753,1.5507556420487159,0.5806551897605484,6,1,COMPLETE
5929,52.07000000000001,2025-01-22 09:08:12.901192,2025-01-22 09:08:26.516392,0 days 00:00:13.615200,2.0799603773227737,2.0601720783149853,0.4971354268424958,2,1,COMPLETE
5930,52.72,2025-01-22 09:08:24.150557,2025-01-22 09:08:37.558422,0 days 00:00:13.407865,1.2553440102928741,2.0503437379849054,0.49519359300254134,2,1,COMPLETE
5931,51.38,2025-01-22 09:08:26.797710,2025-01-22 09:08:41.550971,0 days 00:00:14.753261,1.279657646098054,1.0372852734337203,0.29591077899731827,6,1,COMPLETE
5932,48.69,2025-01-22 09:08:37.748359,2025-01-22 09:08:53.737391,0 days 00:00:15.989032,0.8877662003444264,1.0511547500403995,0.2118680299534947,6,1,COMPLETE
5933,1.7500000000000002,2025-01-22 09:08:41.737124,2025-01-22 09:08:57.242678,0 days 00:00:15.505554,0.06481988567153278,1.3078106275673378,0.22298522314494126,4,1,COMPLETE
5934,52.49,2025-01-22 09:08:53.908256,2025-01-22 09:09:09.187552,0 days 00:00:15.279296,1.0374840160373189,1.2970053284802223,0.3890534944850296,4,1,COMPLETE
5935,52.5,2025-01-22 09:08:57.430724,2025-01-22 09:09:12.053965,0 days 00:00:14.623241,1.052552245601857,1.2801597834709217,0.39203371703245327,4,1,COMPLETE
5936,50.239999999999995,2025-01-22 09:09:09.344955,2025-01-22 09:09:23.447738,0 days 00:00:14.102783,0.6304198736301321,2.5280674154834117,0.3379051342220854,2,1,COMPLETE
5937,52.21,2025-01-22 09:09:12.211670,2025-01-22 09:09:25.705624,0 days 00:00:13.493954,1.4718290908712506,1.7710124940304013,0.3427853341176739,2,1,COMPLETE
5938,47.13,2025-01-22 09:09:23.599671,2025-01-22 09:09:37.208743,0 days 00:00:13.609072,5.980608077915636,1.7873690285918442,0.7046977395748724,2,1,COMPLETE
5939,52.21,2025-01-22 09:09:26.236224,2025-01-22 09:09:40.556343,0 days 00:00:14.320119,0.8355122260107685,1.4562548733636491,0.4687769373365276,4,1,COMPLETE
5940,52.21,2025-01-22 09:09:37.353311,2025-01-22 09:09:52.955432,0 days 00:00:15.602121,0.855861785643228,1.574361186683167,0.4638695472880504,6,1,COMPLETE
5941,51.970000000000006,2025-01-22 09:09:40.709063,2025-01-22 09:09:56.684765,0 days 00:00:15.975702,1.2011346820832667,1.048945865251535,0.4118909068627318,7,1,COMPLETE
5942,50.81,2025-01-22 09:09:53.119335,2025-01-22 09:10:09.366940,0 days 00:00:16.247605,1.228940911984198,1.0913004147954835,0.6247456655411483,8,2,COMPLETE
5943,48.96,2025-01-22 09:09:56.880589,2025-01-22 09:10:11.396132,0 days 00:00:14.515543,1.5284458407121377,0.006302762319497528,0.2784243906083184,4,1,COMPLETE
5944,51.129999999999995,2025-01-22 09:10:09.551783,2025-01-22 09:10:24.241651,0 days 00:00:14.689868,1.6774711205233477,1.3235088136735067,0.30135379029506143,4,1,COMPLETE
5945,29.049999999999997,2025-01-22 09:10:11.979952,2025-01-22 09:10:26.661125,0 days 00:00:14.681173,0.9624803613563078,1.3255277582618634,2.523526209114295,2,1,COMPLETE
5946,51.4,2025-01-22 09:10:24.437304,2025-01-22 09:10:37.856453,0 days 00:00:13.419149,0.9437823290449378,1.8929474516895057,0.5703934167145469,2,1,COMPLETE
5947,52.17,2025-01-22 09:10:27.052755,2025-01-22 09:10:40.721665,0 days 00:00:13.668910,1.1336388415401464,0.8831719786041236,0.5371184252257186,2,1,COMPLETE
5948,50.27,2025-01-22 09:10:38.212089,2025-01-22 09:10:53.153346,0 days 00:00:14.941257,1.1564468279309519,0.030926182581936773,0.3743998882783278,5,1,COMPLETE
5949,52.300000000000004,2025-01-22 09:10:41.038814,2025-01-22 09:10:56.421900,0 days 00:00:15.383086,0.7558858964885495,1.6110337323004809,0.4111341021208107,6,1,COMPLETE
5950,51.43,2025-01-22 09:10:53.331610,2025-01-22 09:11:08.684399,0 days 00:00:15.352789,0.5403201067151102,1.5804446082018702,0.4417789145265419,6,1,COMPLETE
5951,52.2,2025-01-22 09:10:56.578022,2025-01-22 09:11:12.005595,0 days 00:00:15.427573,1.3446012877012392,1.1546286292892096,0.45380125288211887,4,1,COMPLETE
5952,52.21,2025-01-22 09:11:08.882908,2025-01-22 09:11:23.719260,0 days 00:00:14.836352,1.4375237981781777,2.2177284849465124,0.5055185458746156,4,1,COMPLETE
5953,51.77,2025-01-22 09:11:12.177417,2025-01-22 09:11:25.792636,0 days 00:00:13.615219,1.4514432840924392,0.7283264428250967,0.3439619445139423,2,1,COMPLETE
5954,50.94,2025-01-22 09:11:23.886956,2025-01-22 09:11:41.308443,0 days 00:00:17.421487,1.898131910626989,1.1956200359546987,0.35475974714703074,12,2,COMPLETE
5955,52.739999999999995,2025-01-22 09:11:26.422571,2025-01-22 09:11:39.612393,0 days 00:00:13.189822,1.0016754074606082,1.2088639643072103,0.3702925983180138,2,1,COMPLETE
5956,50.64999999999999,2025-01-22 09:11:39.777841,2025-01-22 09:11:54.033516,0 days 00:00:14.255675,2.04302180043004,1.8737910036626055,0.6291614891470391,4,1,COMPLETE
5957,46.92,2025-01-22 09:11:41.930683,2025-01-22 09:11:56.893218,0 days 00:00:14.962535,0.6659750691557179,0.9538937136497737,0.7369472058390278,4,1,COMPLETE
5958,50.519999999999996,2025-01-22 09:11:54.207301,2025-01-22 09:12:10.239386,0 days 00:00:16.032085,0.4423316448659783,0.9733162010126151,0.5168019183709683,8,5,COMPLETE
5959,52.349999999999994,2025-01-22 09:11:57.068366,2025-01-22 09:12:11.003590,0 days 00:00:13.935224,0.8449034433322714,1.4564271862263398,0.5032406094501489,2,1,COMPLETE
5960,47.08,2025-01-22 09:12:10.426602,2025-01-22 09:12:23.374231,0 days 00:00:12.947629,4.918446951685629,1.4297374276741426,0.2966040697988979,2,1,COMPLETE
5961,51.449999999999996,2025-01-22 09:12:11.344132,2025-01-22 09:12:26.404409,0 days 00:00:15.060277,1.1390032734603528,1.4528525050545291,0.29089372538863595,6,1,COMPLETE
5962,52.410000000000004,2025-01-22 09:12:23.557708,2025-01-22 09:13:11.006864,0 days 00:00:47.449156,1.1482115447156254,1.8060004111300094,0.42401489222009003,6,1,COMPLETE
5963,50.22,2025-01-22 09:12:26.583903,2025-01-22 09:12:40.402274,0 days 00:00:13.818371,1.3156814625474273,0.001371713318064473,0.42610909820573833,4,1,COMPLETE
5964,52.26,2025-01-22 09:12:40.606440,2025-01-22 09:12:54.839126,0 days 00:00:14.232686,0.9404981556496911,1.8369711199243055,0.4196747688113462,5,1,COMPLETE
5965,52.66,2025-01-22 09:12:55.002848,2025-01-22 09:13:08.047033,0 days 00:00:13.044185,1.0802941307195664,2.487711839815043,0.38123896730272544,2,1,COMPLETE
5966,51.370000000000005,2025-01-22 09:13:08.192343,2025-01-22 09:13:24.921518,0 days 00:00:16.729175,1.6655000625944238,1.692405807720479,0.5594738373142917,8,1,COMPLETE
5967,50.31,2025-01-22 09:13:11.309361,2025-01-22 09:13:25.813881,0 days 00:00:14.504520,1.572741905847313,1.1555024614262888,0.25218005287953404,4,1,COMPLETE
5968,51.870000000000005,2025-01-22 09:13:25.100825,2025-01-22 09:13:39.484175,0 days 00:00:14.383350,0.8093628143611517,1.1307406478868363,0.3306500744127385,4,1,COMPLETE
5969,43.47,2025-01-22 09:13:25.963508,2025-01-22 09:13:39.705297,0 days 00:00:13.741789,0.8003287530429334,0.8066741165899028,0.9266805016416086,2,1,COMPLETE
5970,52.64,2025-01-22 09:13:39.825233,2025-01-22 09:13:53.266349,0 days 00:00:13.441116,1.3691526934830212,2.2026975647803733,0.47940326150055074,2,1,COMPLETE
5971,52.82,2025-01-22 09:13:39.877301,2025-01-22 09:13:53.312370,0 days 00:00:13.435069,1.2874537761872071,2.152804588190217,0.47770780798563656,2,1,COMPLETE
5972,50.349999999999994,2025-01-22 09:13:53.450929,2025-01-22 09:14:08.904725,0 days 00:00:15.453796,0.9869121864920154,1.3942719572447018,0.6216058380572723,6,1,COMPLETE
5973,35.120000000000005,2025-01-22 09:13:53.550761,2025-01-22 09:14:08.777581,0 days 00:00:15.226820,2.5895286823511308,1.3706856578207882,1.6517792793034485,5,1,COMPLETE
5974,52.349999999999994,2025-01-22 09:14:08.957890,2025-01-22 09:14:24.090454,0 days 00:00:15.132564,1.0633027048487156,0.9837669916414334,0.3746846473290055,4,1,COMPLETE
5975,52.290000000000006,2025-01-22 09:14:09.119242,2025-01-22 09:14:23.867743,0 days 00:00:14.748501,1.065408243136637,0.9509274872621746,0.3701772803533737,4,1,COMPLETE
5976,51.1,2025-01-22 09:14:24.059447,2025-01-22 09:14:40.535107,0 days 00:00:16.475660,0.6821563112358491,1.6500412402809195,0.5408359854032885,8,6,COMPLETE
5977,49.830000000000005,2025-01-22 09:14:24.279623,2025-01-22 09:14:40.974452,0 days 00:00:16.694829,3.603689297013038,1.6818766212212706,0.5359256434785632,9,2,COMPLETE
5978,51.99,2025-01-22 09:14:40.718718,2025-01-22 09:14:54.323691,0 days 00:00:13.604973,1.24062488737897,1.2343329674066137,0.31786510539907986,2,1,COMPLETE
5979,52.059999999999995,2025-01-22 09:14:41.321827,2025-01-22 09:14:54.870088,0 days 00:00:13.548261,1.2679809156205781,1.2441531705591697,0.32281543428497045,2,1,COMPLETE
5980,52.51,2025-01-22 09:14:54.512574,2025-01-22 09:15:10.002443,0 days 00:00:15.489869,0.912648406201693,1.4484760125206801,0.4422680017011667,6,1,COMPLETE
5981,52.480000000000004,2025-01-22 09:14:55.066805,2025-01-22 09:15:10.361188,0 days 00:00:15.294383,0.8961443357685261,1.4770391739988125,0.43883093212370916,6,1,COMPLETE
5982,30.869999999999997,2025-01-22 09:15:10.300819,2025-01-22 09:15:24.829969,0 days 00:00:14.529150,1.7935601770629301,2.0312269957844973,0.02904556305390236,4,1,COMPLETE
5983,51.839999999999996,2025-01-22 09:15:10.546880,2025-01-22 09:15:25.292497,0 days 00:00:14.745617,1.8019349447717852,2.7300291642016012,0.38213151146286006,4,1,COMPLETE
5984,50.449999999999996,2025-01-22 09:15:25.007035,2025-01-22 09:15:38.408448,0 days 00:00:13.401413,1.4943229116904295,1.0984110472771613,0.6488078685468005,2,1,COMPLETE
5985,51.11,2025-01-22 09:15:25.471604,2025-01-22 09:15:38.973876,0 days 00:00:13.502272,1.5177860951907767,1.0724530092561415,0.6141584950857281,2,1,COMPLETE
5986,52.82,2025-01-22 09:15:38.573060,2025-01-22 09:15:52.214205,0 days 00:00:13.641145,1.1498637291677147,1.8981049417129292,0.4749327505272081,2,1,COMPLETE
5987,51.849999999999994,2025-01-22 09:15:39.116963,2025-01-22 09:15:53.894324,0 days 00:00:14.777361,0.7351551410892274,1.882717493105747,0.46764270538346975,4,1,COMPLETE
5988,52.32,2025-01-22 09:15:52.385214,2025-01-22 09:16:06.990949,0 days 00:00:14.605735,0.7108076334278508,1.5684535840547997,0.3961877793588302,4,1,COMPLETE
5989,23.810000000000002,2025-01-22 09:15:54.523945,2025-01-22 09:16:09.709094,0 days 00:00:15.185149,0.9661797436426256,1.5607759911590733,0.004048658359584077,6,1,COMPLETE
